,temperature_2m,relativehumidity_2m,windspeed_10m,precipitation
2023-04-13 09:00:00,10.7,73,20.9,0.0
2023-04-13 10:00:00,12.3,67,20.9,0.0
2023-04-13 11:00:00,14.0,58,18.7,0.0
2023-04-13 12:00:00,15.2,51,15.5,0.0
2023-04-13 13:00:00,16.0,48,12.3,0.0
2023-04-13 14:00:00,16.6,46,11.5,0.0
2023-04-13 15:00:00,17.0,45,12.0,0.0
2023-04-13 16:00:00,17.0,44,12.8,0.0
2023-04-13 17:00:00,16.7,44,14.2,0.0
2023-04-13 18:00:00,15.8,47,13.7,0.0
2023-04-13 19:00:00,14.4,55,12.6,0.0
2023-04-13 20:00:00,13.7,58,10.9,0.0
2023-04-13 21:00:00,13.1,63,9.4,0.0
2023-04-13 22:00:00,12.5,67,7.8,0.0
2023-04-13 23:00:00,12.2,68,8.3,0.0
2023-04-14 00:00:00,11.8,70,7.0,0.0
2023-04-14 01:00:00,11.7,69,11.9,0.0
2023-04-14 02:00:00,11.3,68,11.9,0.0
2023-04-14 03:00:00,11.2,68,14.1,0.0
2023-04-14 04:00:00,10.7,70,14.2,0.0
2023-04-14 05:00:00,10.2,71,14.8,0.0
2023-04-14 06:00:00,9.9,73,13.4,0.0
2023-04-14 07:00:00,9.6,75,12.9,0.0
2023-04-14 08:00:00,9.9,75,13.3,0.0
2023-04-14 09:00:00,11.2,72,11.4,0.0
2023-04-14 10:00:00,13.0,66,9.5,0.0
2023-04-14 11:00:00,14.7,57,6.5,0.0
2023-04-14 12:00:00,15.7,51,4.3,0.0
2023-04-14 13:00:00,16.3,49,4.1,0.0
2023-04-14 14:00:00,16.8,49,5.8,0.0
2023-04-14 15:00:00,17.0,49,7.7,0.0
2023-04-14 16:00:00,17.0,49,8.1,0.0
2023-04-14 17:00:00,16.8,49,7.7,0.0
2023-04-14 18:00:00,16.0,54,6.6,0.0
2023-04-14 19:00:00,14.9,63,6.6,0.0
2023-04-14 20:00:00,14.7,66,7.0,0.0
2023-04-14 21:00:00,15.0,63,9.0,0.0
2023-04-14 22:00:00,14.8,66,10.0,0.0
2023-04-14 23:00:00,14.7,70,11.0,0.0
2023-04-15 00:00:00,14.7,76,7.5,0.0
2023-04-15 01:00:00,14.7,77,7.9,0.0
2023-04-15 02:00:00,15.7,76,9.8,0.0
2023-04-15 03:00:00,15.9,70,17.4,0.0
2023-04-15 04:00:00,14.8,82,18.2,1.7
2023-04-15 05:00:00,13.8,93,14.6,1.6
2023-04-15 06:00:00,14.5,87,10.5,0.0
2023-04-15 07:00:00,14.9,85,12.2,0.0
2023-04-15 08:00:00,15.2,83,13.3,0.0
2023-04-15 09:00:00,15.7,72,15.0,0.0
2023-04-15 10:00:00,16.0,69,11.8,0.0
2023-04-15 11:00:00,16.7,69,13.3,0.0
2023-04-15 12:00:00,17.3,65,14.0,0.0
2023-04-15 13:00:00,17.6,62,11.9,0.0
2023-04-15 14:00:00,17.9,59,11.4,0.0
2023-04-15 15:00:00,18.0,58,11.6,0.0
2023-04-15 16:00:00,17.7,60,13.0,0.0
2023-04-15 17:00:00,17.3,64,14.8,0.0
2023-04-15 18:00:00,16.8,66,16.3,0.0
2023-04-15 19:00:00,16.4,68,16.6,0.0
2023-04-15 20:00:00,16.3,69,16.8,0.0
2023-04-15 21:00:00,16.4,71,14.8,0.0
2023-04-15 22:00:00,17.0,69,14.1,0.0
2023-04-15 23:00:00,17.1,71,14.1,0.0
2023-04-16 00:00:00,17.2,71,12.9,0.0
2023-04-16 01:00:00,17.1,73,10.8,0.0
2023-04-16 02:00:00,16.7,74,11.4,0.0
2023-04-16 03:00:00,16.1,74,8.2,0.0
2023-04-16 04:00:00,15.2,79,5.4,0.0
2023-04-16 05:00:00,14.3,83,7.5,0.0
2023-04-16 06:00:00,15.5,75,4.8,0.0
2023-04-16 07:00:00,14.1,82,4.7,0.0
2023-04-16 08:00:00,14.5,83,8.4,0.0
2023-04-16 09:00:00,16.0,79,7.9,0.0
2023-04-16 10:00:00,17.4,69,10.1,0.0
2023-04-16 11:00:00,18.0,66,10.2,0.0
2023-04-16 12:00:00,18.2,64,9.0,0.0
2023-04-16 13:00:00,18.7,59,8.6,0.0
2023-04-16 14:00:00,18.9,57,7.2,0.0
2023-04-16 15:00:00,18.3,57,7.9,0.0
2023-04-16 16:00:00,18.0,59,8.5,0.0
2023-04-16 17:00:00,17.2,63,8.1,0.0
2023-04-16 18:00:00,16.7,68,5.9,0.0
2023-04-16 19:00:00,16.1,73,9.2,0.1
2023-04-16 20:00:00,15.4,76,13.8,0.3
2023-04-16 21:00:00,15.0,84,6.5,0.0
2023-04-16 22:00:00,14.8,86,3.4,0.1
2023-04-16 23:00:00,14.6,93,4.0,0.0
2023-04-17 00:00:00,14.5,95,5.8,0.0
2023-04-17 01:00:00,14.1,95,7.1,0.0
2023-04-17 02:00:00,14.1,93,5.1,0.0
2023-04-17 03:00:00,14.0,92,5.9,0.0
2023-04-17 04:00:00,13.9,91,6.4,0.0
2023-04-17 05:00:00,13.6,91,6.6,0.0
2023-04-17 06:00:00,13.6,88,4.9,0.0
2023-04-17 07:00:00,13.5,89,4.8,0.0
2023-04-17 08:00:00,13.2,92,6.3,0.0
2023-04-17 09:00:00,14.2,86,7.0,0.0
2023-04-17 10:00:00,15.9,74,7.7,0.0
2023-04-17 11:00:00,17.0,65,7.9,0.1
2023-04-17 12:00:00,17.6,61,6.9,0.1
2023-04-17 13:00:00,17.9,58,6.7,0.1
2023-04-17 14:00:00,18.3,56,5.2,0.1
2023-04-17 15:00:00,18.9,52,3.3,0.3
2023-04-17 16:00:00,18.9,52,3.7,0.2
2023-04-17 17:00:00,18.3,57,6.9,0.0
2023-04-17 18:00:00,17.4,67,10.1,0.0
2023-04-17 19:00:00,16.6,74,11.4,0.0
2023-04-17 20:00:00,16.5,77,11.2,0.0
2023-04-17 21:00:00,16.1,78,14.3,0.0
2023-04-17 22:00:00,15.9,79,15.1,0.0
2023-04-17 23:00:00,14.0,89,10.4,1.3
2023-04-18 00:00:00,13.3,92,14.9,2.1
2023-04-18 01:00:00,13.0,95,14.5,0.9
2023-04-18 02:00:00,12.7,92,18.0,3.8
2023-04-18 03:00:00,12.6,94,14.0,0.9
2023-04-18 04:00:00,12.9,92,9.5,0.7
2023-04-18 05:00:00,12.4,91,16.8,0.0
2023-04-18 06:00:00,11.9,91,25.9,0.0
2023-04-18 07:00:00,10.7,88,25.4,0.0
2023-04-18 08:00:00,9.8,85,23.2,0.0
2023-04-18 09:00:00,10.2,84,23.4,0.0
2023-04-18 10:00:00,11.3,78,26.6,0.0
2023-04-18 11:00:00,13.5,61,31.3,0.0
2023-04-18 12:00:00,13.9,69,34.3,0.0
2023-04-18 13:00:00,14.2,65,30.6,0.0
2023-04-18 14:00:00,15.0,57,27.1,0.0
2023-04-18 15:00:00,14.9,55,30.2,0.0
2023-04-18 16:00:00,14.9,51,34.3,0.0
2023-04-18 17:00:00,14.3,52,30.1,0.0
2023-04-18 18:00:00,14.3,52,26.4,0.0
2023-04-18 19:00:00,14.0,53,21.1,0.0
2023-04-18 20:00:00,13.7,55,20.9,0.0
2023-04-18 21:00:00,13.6,57,20.9,0.0
2023-04-18 22:00:00,12.7,60,17.8,0.0
2023-04-18 23:00:00,12.0,62,17.0,0.0
2023-04-19 00:00:00,11.8,62,16.6,0.0
2023-04-19 01:00:00,11.6,62,18.6,0.0
2023-04-19 02:00:00,11.5,61,19.7,0.0
2023-04-19 03:00:00,11.6,62,20.0,0.8
2023-04-19 04:00:00,11.8,66,18.7,0.0
2023-04-19 05:00:00,11.8,67,21.0,0.3
2023-04-19 06:00:00,11.9,71,19.8,0.2
2023-04-19 07:00:00,13.0,64,25.7,0.0
2023-04-19 08:00:00,13.3,63,28.8,0.0
2023-04-19 09:00:00,13.1,74,24.9,0.0
2023-04-19 10:00:00,12.6,78,25.1,0.9
2023-04-19 11:00:00,15.1,62,34.3,0.0
2023-04-19 12:00:00,16.3,54,40.6,0.0
2023-04-19 13:00:00,16.7,52,40.2,0.0
2023-04-19 14:00:00,17.4,48,40.5,0.0
2023-04-19 15:00:00,16.9,50,37.0,0.0
2023-04-19 16:00:00,17.2,49,34.7,0.0
2023-04-19 17:00:00,16.8,51,27.0,0.0
2023-04-19 18:00:00,16.2,54,19.2,0.0
2023-04-19 19:00:00,14.7,57,14.6,0.0
2023-04-19 20:00:00,13.9,59,15.3,0.0
2023-04-19 21:00:00,12.9,62,12.3,0.0
2023-04-19 22:00:00,12.0,65,11.5,0.0
2023-04-19 23:00:00,11.3,68,10.9,0.0
2023-04-20 00:00:00,10.7,71,8.9,0.0
2023-04-20 01:00:00,10.0,74,9.0,0.0
2023-04-20 02:00:00,9.5,76,8.7,0.0
2023-04-20 03:00:00,9.0,79,7.0,0.0
2023-04-20 04:00:00,8.4,82,5.9,0.0
2023-04-20 05:00:00,7.9,84,4.8,0.0
2023-04-20 06:00:00,7.6,86,4.4,0.0
2023-04-20 07:00:00,7.0,89,3.6,0.0
2023-04-20 08:00:00,7.5,85,3.9,0.0
2023-04-20 09:00:00,10.3,84,4.0,0.0
2023-04-20 10:00:00,14.1,73,5.6,0.0
2023-04-20 11:00:00,16.0,63,9.0,0.0
2023-04-20 12:00:00,17.2,58,9.8,0.0
2023-04-20 13:00:00,17.9,56,10.1,0.0
2023-04-20 14:00:00,18.2,56,11.3,0.0
2023-04-20 15:00:00,18.4,57,13.1,0.0
2023-04-20 16:00:00,18.5,59,13.2,0.0
2023-04-20 17:00:00,18.3,62,11.7,0.0
2023-04-20 18:00:00,17.3,70,8.5,0.0
2023-04-20 19:00:00,16.1,73,6.6,0.0
2023-04-20 20:00:00,15.7,75,7.2,0.0
2023-04-20 21:00:00,15.9,78,9.3,0.0
2023-04-20 22:00:00,16.3,74,12.1,0.0
2023-04-20 23:00:00,16.3,73,15.2,0.0
2023-04-21 00:00:00,16.0,75,16.5,0.0
2023-04-21 01:00:00,15.7,79,15.3,0.0
2023-04-21 02:00:00,15.5,78,14.7,0.0
2023-04-21 03:00:00,14.9,77,14.8,0.0
2023-04-21 04:00:00,14.4,78,14.4,0.0
2023-04-21 05:00:00,14.1,79,14.8,0.0
2023-04-21 06:00:00,13.8,79,14.7,0.0
2023-04-21 07:00:00,13.5,81,14.4,0.0
2023-04-21 08:00:00,13.9,79,16.2,0.0
2023-04-21 09:00:00,15.3,76,16.7,0.0
2023-04-21 10:00:00,16.1,71,18.4,0.0
2023-04-21 11:00:00,16.7,68,18.4,0.0
2023-04-21 12:00:00,17.9,65,18.4,0.0
2023-04-21 13:00:00,19.0,62,20.2,0.0
2023-04-21 14:00:00,19.9,57,20.9,0.0
2023-04-21 15:00:00,20.4,53,19.4,0.0
2023-04-21 16:00:00,20.5,51,16.9,0.0
2023-04-21 17:00:00,20.1,53,13.4,0.0
2023-04-21 18:00:00,18.6,64,10.6,0.0
2023-04-21 19:00:00,17.6,68,11.7,0.0
2023-04-21 20:00:00,17.8,70,11.2,0.0
2023-04-21 21:00:00,17.6,70,9.7,0.0
2023-04-21 22:00:00,17.3,78,8.6,0.0
2023-04-21 23:00:00,17.0,85,8.4,0.0
2023-04-22 00:00:00,16.6,87,6.7,0.0
2023-04-22 01:00:00,17.0,84,6.6,0.0
2023-04-22 02:00:00,14.6,91,5.2,0.0
2023-04-22 03:00:00,14.0,89,3.8,0.0
2023-04-22 04:00:00,13.2,91,3.6,0.0
2023-04-22 05:00:00,12.7,93,3.9,0.0
2023-04-22 06:00:00,12.6,93,5.4,0.0
2023-04-22 07:00:00,12.5,93,5.4,0.0
2023-04-22 08:00:00,13.3,91,6.3,0.0
2023-04-22 09:00:00,15.6,78,9.1,0.0
2023-04-22 10:00:00,18.1,71,7.3,0.0
2023-04-22 11:00:00,20.0,60,8.7,0.0
2023-04-22 12:00:00,21.1,54,10.3,0.0
2023-04-22 13:00:00,21.4,53,10.9,0.0
2023-04-22 14:00:00,21.3,57,13.5,0.0
2023-04-22 15:00:00,20.9,58,15.3,0.0
2023-04-22 16:00:00,20.3,59,16.1,0.0
2023-04-22 17:00:00,19.4,66,16.2,0.0
2023-04-22 18:00:00,18.3,74,17.5,0.0
2023-04-22 19:00:00,17.5,84,17.4,0.0
2023-04-22 20:00:00,17.2,88,19.0,0.0
2023-04-22 21:00:00,16.9,84,18.2,0.0
2023-04-22 22:00:00,16.3,88,18.3,0.0
2023-04-22 23:00:00,15.9,90,19.6,0.0
2023-04-23 00:00:00,15.5,91,19.2,0.0
2023-04-23 01:00:00,15.4,93,18.6,0.0
2023-04-23 02:00:00,15.2,94,18.3,0.0
2023-04-23 03:00:00,15.4,93,18.4,0.0
2023-04-23 04:00:00,15.7,93,17.5,0.0
2023-04-23 05:00:00,15.8,92,16.7,0.0
2023-04-23 06:00:00,15.9,93,15.9,0.0
2023-04-23 07:00:00,16.1,92,15.1,0.0
2023-04-23 08:00:00,16.5,93,15.9,0.0
2023-04-23 09:00:00,17.6,88,17.3,0.0
2023-04-23 10:00:00,18.0,87,17.1,0.0
2023-04-23 11:00:00,18.4,83,14.8,0.0
2023-04-23 12:00:00,19.0,79,14.4,0.0
2023-04-23 13:00:00,19.4,77,13.8,0.0
2023-04-23 14:00:00,19.9,73,15.0,0.0
2023-04-23 15:00:00,20.1,73,14.6,0.0
2023-04-23 16:00:00,19.7,75,14.5,0.0
2023-04-23 17:00:00,19.1,79,16.2,0.0
2023-04-23 18:00:00,18.4,82,16.4,0.0
2023-04-23 19:00:00,18.0,83,18.5,0.0
2023-04-23 20:00:00,17.7,85,19.3,0.0
2023-04-23 21:00:00,17.3,83,17.9,0.0
2023-04-23 22:00:00,17.0,89,16.9,0.0
2023-04-23 23:00:00,17.0,92,15.7,0.0
2023-04-24 00:00:00,17.1,94,15.4,0.0
2023-04-24 01:00:00,17.0,95,15.0,0.0
2023-04-24 02:00:00,16.9,96,14.7,0.0
2023-04-24 03:00:00,16.9,96,13.2,0.0
2023-04-24 04:00:00,16.6,96,10.5,0.0
2023-04-24 05:00:00,16.4,96,9.8,0.0
2023-04-24 06:00:00,16.4,96,10.2,0.0
2023-04-24 07:00:00,16.3,96,9.7,0.0
2023-04-24 08:00:00,16.5,97,11.5,0.0
2023-04-24 09:00:00,17.3,93,10.0,0.0
2023-04-24 10:00:00,18.3,88,13.1,0.0
2023-04-24 11:00:00,19.0,85,14.2,0.0
2023-04-24 12:00:00,19.6,83,15.1,0.0
2023-04-24 13:00:00,20.0,81,16.3,0.0
2023-04-24 14:00:00,19.7,84,18.4,0.0
2023-04-24 15:00:00,19.3,85,18.7,0.0
2023-04-24 16:00:00,19.0,86,17.3,0.0
2023-04-24 17:00:00,18.6,88,16.0,0.0
2023-04-24 18:00:00,18.2,89,15.6,0.0
2023-04-24 19:00:00,17.8,90,15.3,0.0
2023-04-24 20:00:00,17.6,91,15.0,0.0
2023-04-24 21:00:00,17.5,88,15.6,0.0
2023-04-24 22:00:00,17.4,89,16.1,0.0
2023-04-24 23:00:00,17.5,92,16.0,0.0
2023-04-25 00:00:00,17.6,92,16.0,0.0
2023-04-25 01:00:00,17.8,92,15.1,0.0
2023-04-25 02:00:00,17.8,92,13.9,0.0
2023-04-25 03:00:00,17.7,92,13.6,0.0
2023-04-25 04:00:00,17.8,91,11.6,0.0
2023-04-25 05:00:00,17.6,91,9.8,0.1
2023-04-25 06:00:00,17.5,91,5.8,0.2
2023-04-25 07:00:00,17.1,93,4.0,0.2
2023-04-25 08:00:00,17.4,93,6.6,0.1
2023-04-25 09:00:00,17.9,94,8.7,0.1
2023-04-25 10:00:00,18.5,93,5.1,1.1
2023-04-25 11:00:00,18.8,90,8.8,0.1
2023-04-25 12:00:00,19.8,86,5.9,0.0
2023-04-25 13:00:00,20.1,83,9.4,0.1
2023-04-25 14:00:00,19.7,83,10.9,0.0
2023-04-25 15:00:00,19.5,84,9.9,0.0
2023-04-25 16:00:00,19.1,87,10.0,0.0
2023-04-25 17:00:00,18.6,88,8.6,0.0
2023-04-25 18:00:00,18.1,90,8.6,0.0
2023-04-25 19:00:00,17.9,91,6.2,0.0
2023-04-25 20:00:00,17.4,93,7.3,0.0
2023-04-25 21:00:00,16.9,95,4.7,0.0
2023-04-25 22:00:00,16.4,97,4.7,0.0
2023-04-25 23:00:00,16.8,96,5.1,0.0
2023-04-26 00:00:00,16.1,97,5.4,0.0
2023-04-26 01:00:00,16.9,97,1.1,0.0
2023-04-26 02:00:00,15.8,99,2.9,0.0
2023-04-26 03:00:00,15.9,98,3.9,0.0
2023-04-26 04:00:00,15.9,99,5.2,0.0
2023-04-26 05:00:00,15.8,99,7.6,0.0
2023-04-26 06:00:00,15.6,99,9.9,0.0
2023-04-26 07:00:00,15.5,100,10.7,0.0
2023-04-26 08:00:00,15.7,99,11.3,0.0
2023-04-26 09:00:00,16.6,99,7.4,0.0
2023-04-26 10:00:00,17.2,97,9.6,0.0
2023-04-26 11:00:00,18.7,89,10.7,0.0
2023-04-26 12:00:00,20.0,82,12.2,0.0
2023-04-26 13:00:00,21.2,73,11.3,0.0
2023-04-26 14:00:00,22.2,67,9.8,0.0
2023-04-26 15:00:00,23.0,61,7.6,0.0
2023-04-26 16:00:00,23.1,59,3.7,0.0
2023-04-26 17:00:00,22.6,62,2.4,0.0
2023-04-26 18:00:00,20.7,82,2.9,0.0
2023-04-26 19:00:00,19.4,87,3.9,0.0
2023-04-26 20:00:00,18.8,90,5.9,0.0
2023-04-26 21:00:00,18.2,93,7.6,0.0
2023-04-26 22:00:00,17.9,94,8.4,0.0
2023-04-26 23:00:00,17.5,93,8.6,0.0
2023-04-27 00:00:00,17.0,92,7.6,0.0
2023-04-27 01:00:00,16.6,92,7.9,0.0
2023-04-27 02:00:00,16.3,92,8.0,0.0
2023-04-27 03:00:00,16.1,93,9.7,0.0
2023-04-27 04:00:00,15.7,93,11.3,0.0
2023-04-27 05:00:00,15.3,93,9.6,0.0
2023-04-27 06:00:00,15.1,92,9.5,0.0
2023-04-27 07:00:00,14.8,92,7.6,0.0
2023-04-27 08:00:00,14.5,94,6.6,0.0
2023-04-27 09:00:00,16.2,93,9.1,0.0
2023-04-27 10:00:00,18.0,87,7.7,0.0
2023-04-27 11:00:00,20.1,79,6.9,0.0
2023-04-27 12:00:00,21.9,71,5.9,0.0
2023-04-27 13:00:00,22.9,66,7.5,0.0
2023-04-27 14:00:00,23.6,65,9.8,0.0
2023-04-27 15:00:00,23.7,68,10.4,0.0
2023-04-27 16:00:00,23.2,76,11.2,0.0
2023-04-27 17:00:00,22.6,79,12.5,0.0
2023-04-27 18:00:00,21.5,79,11.2,0.0
2023-04-27 19:00:00,21.1,72,13.0,0.0
2023-04-27 20:00:00,20.9,70,12.4,0.0
2023-04-27 21:00:00,19.9,74,9.8,0.0
2023-04-27 22:00:00,19.5,82,11.2,0.0
2023-04-27 23:00:00,19.4,83,12.3,0.0
2023-04-28 00:00:00,19.2,84,13.8,0.0
2023-04-28 01:00:00,18.8,85,13.6,0.0
2023-04-28 02:00:00,18.4,86,11.3,0.0
2023-04-28 03:00:00,18.1,88,11.3,0.0
2023-04-28 04:00:00,17.9,89,13.7,0.0
2023-04-28 05:00:00,17.6,90,14.8,0.0
2023-04-28 06:00:00,17.4,90,15.2,0.0
2023-04-28 07:00:00,17.4,90,16.5,0.0
2023-04-28 08:00:00,17.4,91,17.4,0.0
2023-04-28 09:00:00,18.4,86,16.6,0.0
2023-04-28 10:00:00,19.6,80,16.7,0.0
2023-04-28 11:00:00,20.8,76,19.2,0.0
2023-04-28 12:00:00,21.9,72,21.0,0.0
2023-04-28 13:00:00,23.3,66,22.7,0.0
2023-04-28 14:00:00,24.3,59,24.9,0.0
2023-04-28 15:00:00,24.4,58,25.6,0.0
2023-04-28 16:00:00,23.9,63,25.8,0.0
2023-04-28 17:00:00,23.1,67,26.0,0.0
2023-04-28 18:00:00,22.2,69,26.1,0.0
2023-04-28 19:00:00,21.7,71,25.8,0.0
2023-04-28 20:00:00,21.3,72,26.6,0.0
2023-04-28 21:00:00,21.4,70,29.5,0.0
2023-04-28 22:00:00,21.1,71,30.1,0.0
2023-04-28 23:00:00,20.9,71,29.9,0.0
2023-04-29 00:00:00,20.7,72,30.2,0.0
2023-04-29 01:00:00,20.4,74,30.3,0.0
2023-04-29 02:00:00,20.2,74,29.5,0.0
2023-04-29 03:00:00,19.9,73,29.6,0.0
2023-04-29 04:00:00,19.6,73,29.5,0.0
2023-04-29 05:00:00,19.2,74,28.1,0.0
2023-04-29 06:00:00,18.8,76,24.5,0.0
2023-04-29 07:00:00,18.6,77,24.9,0.0
2023-04-29 08:00:00,18.5,77,25.6,0.0
2023-04-29 09:00:00,19.2,74,23.4,0.0
2023-04-29 10:00:00,20.0,72,24.6,0.0
2023-04-29 11:00:00,20.9,68,26.9,0.0
2023-04-29 12:00:00,21.9,65,27.6,0.0
2023-04-29 13:00:00,23.3,60,31.3,0.0
2023-04-29 14:00:00,24.1,59,29.2,0.0
2023-04-29 15:00:00,24.4,58,28.8,0.0
2023-04-29 16:00:00,24.2,60,28.7,0.0
2023-04-29 17:00:00,23.6,64,26.6,0.0
2023-04-29 18:00:00,22.8,66,25.3,0.0
2023-04-29 19:00:00,22.2,69,22.7,0.0
2023-04-29 20:00:00,21.8,71,22.5,0.0
2023-04-29 21:00:00,21.9,69,23.4,0.0
2023-04-29 22:00:00,21.6,70,23.7,0.0
2023-04-29 23:00:00,21.4,71,24.3,0.0
2023-04-30 00:00:00,21.3,72,23.8,0.0
2023-04-30 01:00:00,21.1,73,23.0,0.0
2023-04-30 02:00:00,20.9,73,23.8,0.0
2023-04-30 03:00:00,20.8,74,23.1,0.0
2023-04-30 04:00:00,20.6,75,22.7,0.0
2023-04-30 05:00:00,20.8,74,25.6,0.0
2023-04-30 06:00:00,20.9,75,24.8,0.0
2023-04-30 07:00:00,21.1,76,31.0,0.0
2023-04-30 08:00:00,21.3,77,33.1,0.0
2023-04-30 09:00:00,20.9,80,27.6,0.0
2023-04-30 10:00:00,22.6,75,28.0,0.0
2023-04-30 11:00:00,23.2,76,26.9,0.3
2023-04-30 12:00:00,24.5,72,26.2,0.0
2023-04-30 13:00:00,24.0,81,30.4,0.5
2023-04-30 14:00:00,25.8,74,26.4,0.1
2023-04-30 15:00:00,26.0,75,22.1,0.6
2023-04-30 16:00:00,20.5,93,37.5,2.4
2023-04-30 17:00:00,17.3,82,39.3,0.5
2023-04-30 18:00:00,15.4,72,39.7,0.1
2023-04-30 19:00:00,15.0,75,35.8,0.5
2023-04-30 20:00:00,15.1,73,24.3,0.6
2023-04-30 21:00:00,15.1,66,17.3,0.1
2023-04-30 22:00:00,14.9,66,8.6,0.0
2023-04-30 23:00:00,14.7,67,15.3,0.0
2023-05-01 00:00:00,14.7,64,18.8,0.0
2023-05-01 01:00:00,14.3,62,16.8,0.0
2023-05-01 02:00:00,13.4,62,15.0,0.0
2023-05-01 03:00:00,12.4,63,13.6,0.0
2023-05-01 04:00:00,11.6,65,15.0,0.0
2023-05-01 05:00:00,11.3,66,17.9,0.0
2023-05-01 06:00:00,10.9,67,16.9,0.0
2023-05-01 07:00:00,10.3,70,14.9,0.0
2023-05-01 08:00:00,10.2,70,14.0,0.0
2023-05-01 09:00:00,11.4,70,11.7,0.0
2023-05-01 10:00:00,13.1,63,13.2,0.0
2023-05-01 11:00:00,14.9,56,14.3,0.0
2023-05-01 12:00:00,16.4,48,14.6,0.0
2023-05-01 13:00:00,17.3,39,15.3,0.0
2023-05-01 14:00:00,17.8,36,17.3,0.0
2023-05-01 15:00:00,18.0,35,17.6,0.0
2023-05-01 16:00:00,17.9,34,15.4,0.0
2023-05-01 17:00:00,17.3,36,11.7,0.0
2023-05-01 18:00:00,15.4,50,6.9,0.0
2023-05-01 19:00:00,14.0,57,6.3,0.0
2023-05-01 20:00:00,13.4,55,7.9,0.0
2023-05-01 21:00:00,12.0,64,8.2,0.0
2023-05-01 22:00:00,10.8,69,8.7,0.0
2023-05-01 23:00:00,10.1,71,7.4,0.0
2023-05-02 00:00:00,10.1,65,6.1,0.0
2023-05-02 01:00:00,9.5,66,8.6,0.0
2023-05-02 02:00:00,9.4,64,10.4,0.0
2023-05-02 03:00:00,9.1,64,11.4,0.0
2023-05-02 04:00:00,8.7,63,12.9,0.0
2023-05-02 05:00:00,8.3,64,13.4,0.0
2023-05-02 06:00:00,8.2,64,13.0,0.0
2023-05-02 07:00:00,8.1,65,12.4,0.0
2023-05-02 08:00:00,8.2,66,11.5,0.0
2023-05-02 09:00:00,9.8,66,5.8,0.0
2023-05-02 10:00:00,11.9,59,3.7,0.0
2023-05-02 11:00:00,13.9,52,4.7,0.0
2023-05-02 12:00:00,15.5,47,7.8,0.0
2023-05-02 13:00:00,16.6,43,10.3,0.0
2023-05-02 14:00:00,17.3,40,11.4,0.0
2023-05-02 15:00:00,17.4,39,11.3,0.0
2023-05-02 16:00:00,17.3,40,10.9,0.0
2023-05-02 17:00:00,16.8,42,10.4,0.0
2023-05-02 18:00:00,15.1,55,7.4,0.0
2023-05-02 19:00:00,14.0,60,7.9,0.0
2023-05-02 20:00:00,13.5,63,7.7,0.0
2023-05-02 21:00:00,12.6,68,6.9,0.0
2023-05-02 22:00:00,12.6,69,8.4,0.0
2023-05-02 23:00:00,12.7,75,9.0,0.0
2023-05-03 00:00:00,12.7,78,8.9,0.0
2023-05-03 01:00:00,12.2,79,7.7,0.0
2023-05-03 02:00:00,11.7,81,7.4,0.0
2023-05-03 03:00:00,11.1,84,7.6,0.0
2023-05-03 04:00:00,10.6,85,7.1,0.0
2023-05-03 05:00:00,10.3,86,6.6,0.0
2023-05-03 06:00:00,10.0,87,7.5,0.0
2023-05-03 07:00:00,9.8,88,7.7,0.0
2023-05-03 08:00:00,9.8,88,8.1,0.0
2023-05-03 09:00:00,13.6,80,7.4,0.0
2023-05-03 10:00:00,15.3,66,10.0,0.0
2023-05-03 11:00:00,15.9,62,12.4,0.0
2023-05-03 12:00:00,16.2,61,11.6,0.0
2023-05-03 13:00:00,16.5,60,10.5,0.0
2023-05-03 14:00:00,16.6,60,9.8,0.0
2023-05-03 15:00:00,16.8,58,9.4,0.0
2023-05-03 16:00:00,16.8,55,10.9,0.0
2023-05-03 17:00:00,16.4,55,11.6,0.0
2023-05-03 18:00:00,15.1,63,9.0,0.0
2023-05-03 19:00:00,14.5,65,9.6,0.0
2023-05-03 20:00:00,14.2,67,9.8,0.0
2023-05-03 21:00:00,13.5,77,8.4,0.0
2023-05-03 22:00:00,13.6,80,8.7,0.0
2023-05-03 23:00:00,13.8,81,8.5,0.0
2023-05-04 00:00:00,13.5,82,6.8,0.0
2023-05-04 01:00:00,12.4,84,10.1,0.0
2023-05-04 02:00:00,12.8,82,8.3,0.0
2023-05-04 03:00:00,12.2,86,7.7,0.0
2023-05-04 04:00:00,11.3,90,7.4,0.0
2023-05-04 05:00:00,10.4,93,7.0,0.0
2023-05-04 06:00:00,10.1,94,6.3,0.0
2023-05-04 07:00:00,10.4,92,6.4,0.0
2023-05-04 08:00:00,10.8,91,7.1,0.0
2023-05-04 09:00:00,14.3,93,7.2,0.0
2023-05-04 10:00:00,16.4,82,6.3,0.0
2023-05-04 11:00:00,17.3,75,7.9,0.0
2023-05-04 12:00:00,18.0,72,7.5,0.0
2023-05-04 13:00:00,18.6,71,7.9,0.0
2023-05-04 14:00:00,18.9,70,6.9,0.0
2023-05-04 15:00:00,19.1,65,7.4,0.0
2023-05-04 16:00:00,19.3,60,7.3,0.0
2023-05-04 17:00:00,18.9,60,8.0,0.0
2023-05-04 18:00:00,17.2,70,7.5,0.0
2023-05-04 19:00:00,16.5,76,10.4,0.0
2023-05-04 20:00:00,16.2,81,12.3,0.0
2023-05-04 21:00:00,15.8,79,13.8,0.0
