,temperature_2m,relativehumidity_2m,windspeed_10m,precipitation
2020-03-01 14:00:00,30.8,45,15.2,0.0
2020-03-01 15:00:00,31.3,41,15.0,0.0
2020-03-01 16:00:00,31.6,38,16.1,0.0
2020-03-01 17:00:00,31.4,36,16.9,0.0
2020-03-01 18:00:00,30.8,37,14.6,0.0
2020-03-01 19:00:00,29.0,46,12.3,0.0
2020-03-01 20:00:00,27.0,59,13.6,0.0
2020-03-01 21:00:00,26.5,64,12.5,0.0
2020-03-01 22:00:00,26.0,64,15.4,0.0
2020-03-01 23:00:00,25.8,63,15.0,0.0
2020-03-02 00:00:00,25.5,63,16.2,0.0
2020-03-02 01:00:00,25.7,60,14.5,0.0
2020-03-02 02:00:00,26.0,62,15.0,0.0
2020-03-02 03:00:00,25.9,65,16.4,0.0
2020-03-02 04:00:00,25.4,69,14.8,0.0
2020-03-02 05:00:00,24.8,72,11.3,0.0
2020-03-02 06:00:00,24.3,76,9.8,0.0
2020-03-02 07:00:00,24.2,78,11.1,0.0
2020-03-02 08:00:00,25.2,70,15.9,0.0
2020-03-02 09:00:00,25.9,60,19.5,0.0
2020-03-02 10:00:00,27.0,56,18.7,0.0
2020-03-02 11:00:00,28.1,53,18.0,0.0
2020-03-02 12:00:00,29.2,50,16.9,0.0
2020-03-02 13:00:00,29.7,49,16.2,0.0
2020-03-02 14:00:00,30.4,46,16.4,0.0
2020-03-02 15:00:00,30.7,43,17.7,0.0
2020-03-02 16:00:00,30.7,40,16.8,0.0
2020-03-02 17:00:00,29.2,48,15.3,0.0
2020-03-02 18:00:00,28.2,56,15.9,0.0
2020-03-02 19:00:00,27.3,59,16.7,0.0
2020-03-02 20:00:00,26.5,62,16.2,0.0
2020-03-02 21:00:00,25.8,70,17.6,0.0
2020-03-02 22:00:00,25.3,74,21.1,0.0
2020-03-02 23:00:00,25.3,71,20.5,0.0
2020-03-03 00:00:00,25.1,72,15.2,0.0
2020-03-03 01:00:00,24.8,72,8.0,0.0
2020-03-03 02:00:00,24.1,75,5.8,0.0
2020-03-03 03:00:00,23.5,76,6.5,0.0
2020-03-03 04:00:00,24.2,65,15.3,0.0
2020-03-03 05:00:00,23.5,70,17.4,0.0
2020-03-03 06:00:00,23.1,74,16.5,0.0
2020-03-03 07:00:00,22.8,77,15.4,0.0
2020-03-03 08:00:00,23.8,70,17.2,0.0
2020-03-03 09:00:00,24.4,69,13.9,0.0
2020-03-03 10:00:00,25.4,65,13.1,0.0
2020-03-03 11:00:00,26.3,61,12.4,0.0
2020-03-03 12:00:00,27.1,59,13.5,0.0
2020-03-03 13:00:00,27.6,56,13.5,0.0
2020-03-03 14:00:00,28.4,50,13.1,0.0
2020-03-03 15:00:00,28.8,48,12.1,0.0
2020-03-03 16:00:00,28.9,51,15.1,0.0
2020-03-03 17:00:00,28.1,54,20.9,0.0
2020-03-03 18:00:00,27.5,52,20.9,0.0
2020-03-03 19:00:00,26.4,64,20.2,0.0
2020-03-03 20:00:00,25.0,78,21.3,0.0
2020-03-03 21:00:00,24.8,76,20.5,0.0
2020-03-03 22:00:00,24.7,76,20.2,0.0
2020-03-03 23:00:00,24.8,69,19.5,0.0
2020-03-04 00:00:00,24.6,71,18.8,0.0
2020-03-04 01:00:00,24.6,71,18.8,0.0
2020-03-04 02:00:00,24.2,76,16.2,0.0
2020-03-04 03:00:00,24.1,77,12.1,0.0
2020-03-04 04:00:00,23.9,76,8.6,0.0
2020-03-04 05:00:00,23.7,76,7.1,0.0
2020-03-04 06:00:00,23.6,77,7.0,0.0
2020-03-04 07:00:00,23.6,77,7.7,0.0
2020-03-04 08:00:00,24.9,68,10.0,0.0
2020-03-04 09:00:00,25.2,64,12.3,0.0
2020-03-04 10:00:00,26.2,59,10.1,0.0
2020-03-04 11:00:00,27.2,56,8.2,0.0
2020-03-04 12:00:00,27.9,55,10.2,0.0
2020-03-04 13:00:00,28.4,52,11.7,0.0
2020-03-04 14:00:00,29.0,47,11.4,0.0
2020-03-04 15:00:00,29.5,44,12.3,0.0
2020-03-04 16:00:00,29.2,45,13.7,0.0
2020-03-04 17:00:00,28.5,49,16.8,0.0
2020-03-04 18:00:00,27.3,55,20.2,0.0
2020-03-04 19:00:00,26.0,62,20.6,0.0
2020-03-04 20:00:00,24.7,75,22.8,0.0
2020-03-04 21:00:00,24.2,79,23.0,0.0
2020-03-04 22:00:00,24.1,75,25.2,0.0
2020-03-04 23:00:00,24.1,73,22.7,0.0
2020-03-05 00:00:00,24.0,72,20.7,0.0
2020-03-05 01:00:00,23.9,75,17.6,0.0
2020-03-05 02:00:00,23.7,75,13.9,0.0
2020-03-05 03:00:00,23.5,76,9.4,0.0
2020-03-05 04:00:00,23.2,78,8.8,0.0
2020-03-05 05:00:00,23.2,77,11.2,0.0
2020-03-05 06:00:00,23.1,75,10.9,0.0
2020-03-05 07:00:00,23.1,72,14.4,0.0
2020-03-05 08:00:00,24.0,67,18.5,0.0
2020-03-05 09:00:00,23.8,68,16.8,0.0
2020-03-05 10:00:00,24.6,65,16.8,0.0
2020-03-05 11:00:00,25.7,61,14.9,0.0
2020-03-05 12:00:00,26.8,56,13.4,0.0
2020-03-05 13:00:00,27.5,52,12.3,0.0
2020-03-05 14:00:00,28.1,47,12.6,0.0
2020-03-05 15:00:00,28.4,44,12.8,0.0
2020-03-05 16:00:00,28.2,48,16.6,0.0
2020-03-05 17:00:00,27.7,49,20.2,0.0
2020-03-05 18:00:00,26.9,50,22.1,0.0
2020-03-05 19:00:00,25.2,66,22.1,0.0
2020-03-05 20:00:00,24.5,76,22.0,0.0
2020-03-05 21:00:00,24.1,77,19.8,0.0
2020-03-05 22:00:00,24.0,78,18.6,0.0
2020-03-05 23:00:00,24.0,80,16.2,0.0
2020-03-06 00:00:00,24.0,83,10.9,0.0
2020-03-06 01:00:00,23.8,84,8.2,0.0
2020-03-06 02:00:00,23.4,79,6.1,0.0
2020-03-06 03:00:00,22.5,80,8.2,0.0
2020-03-06 04:00:00,22.6,78,7.2,0.0
2020-03-06 05:00:00,23.6,72,10.2,0.0
2020-03-06 06:00:00,23.1,72,15.4,0.0
2020-03-06 07:00:00,22.9,73,16.1,0.0
2020-03-06 08:00:00,23.4,70,18.6,0.0
2020-03-06 09:00:00,23.5,71,16.7,0.0
2020-03-06 10:00:00,24.3,68,15.3,0.0
2020-03-06 11:00:00,25.0,65,14.9,0.0
2020-03-06 12:00:00,26.0,60,15.6,0.0
2020-03-06 13:00:00,26.5,56,15.0,0.0
2020-03-06 14:00:00,26.9,53,12.9,0.0
2020-03-06 15:00:00,27.4,49,11.3,0.0
2020-03-06 16:00:00,27.5,48,10.4,0.0
2020-03-06 17:00:00,27.0,53,12.1,0.0
2020-03-06 18:00:00,26.4,57,13.3,0.0
2020-03-06 19:00:00,25.4,65,16.7,0.0
2020-03-06 20:00:00,24.6,68,20.5,0.0
2020-03-06 21:00:00,24.1,73,19.8,0.0
2020-03-06 22:00:00,24.1,75,19.9,0.0
2020-03-06 23:00:00,24.0,76,18.3,0.0
2020-03-07 00:00:00,23.7,82,14.5,0.0
2020-03-07 01:00:00,23.4,84,10.6,0.0
2020-03-07 02:00:00,23.3,80,8.4,0.0
2020-03-07 03:00:00,23.3,77,10.4,0.0
2020-03-07 04:00:00,23.4,70,19.7,0.0
2020-03-07 05:00:00,23.0,71,20.0,0.0
2020-03-07 06:00:00,22.6,74,18.8,0.0
2020-03-07 07:00:00,22.3,76,18.2,0.0
2020-03-07 08:00:00,23.1,71,18.7,0.0
2020-03-07 09:00:00,23.5,71,18.6,0.0
2020-03-07 10:00:00,24.4,67,17.7,0.0
2020-03-07 11:00:00,25.5,63,17.0,0.0
2020-03-07 12:00:00,26.6,58,17.5,0.0
2020-03-07 13:00:00,27.8,54,17.2,0.0
2020-03-07 14:00:00,28.9,49,16.8,0.0
2020-03-07 15:00:00,29.9,45,16.6,0.0
2020-03-07 16:00:00,30.2,42,14.4,0.0
2020-03-07 17:00:00,29.4,49,13.7,0.0
2020-03-07 18:00:00,27.7,59,16.5,0.0
2020-03-07 19:00:00,26.2,66,15.8,0.0
2020-03-07 20:00:00,25.6,71,15.6,0.0
2020-03-07 21:00:00,25.2,76,15.0,0.0
2020-03-07 22:00:00,25.2,77,13.0,0.0
2020-03-07 23:00:00,25.1,78,12.2,0.0
2020-03-08 00:00:00,25.0,77,13.4,0.0
2020-03-08 01:00:00,25.1,74,13.7,0.0
2020-03-08 02:00:00,25.1,68,14.4,0.0
2020-03-08 03:00:00,24.8,70,15.6,0.0
2020-03-08 04:00:00,24.5,71,16.0,0.0
2020-03-08 05:00:00,24.2,71,14.8,0.0
2020-03-08 06:00:00,24.0,71,15.0,0.0
2020-03-08 07:00:00,24.0,70,14.8,0.0
2020-03-08 08:00:00,24.7,65,15.7,0.0
2020-03-08 09:00:00,25.7,58,17.7,0.0
2020-03-08 10:00:00,27.2,54,16.7,0.0
2020-03-08 11:00:00,29.0,49,14.8,0.0
2020-03-08 12:00:00,30.5,43,13.3,0.0
2020-03-08 13:00:00,31.0,41,12.2,0.0
2020-03-08 14:00:00,31.6,40,10.5,0.0
2020-03-08 15:00:00,30.8,45,7.2,0.0
2020-03-08 16:00:00,30.7,48,1.5,0.0
2020-03-08 17:00:00,29.6,48,17.5,0.0
2020-03-08 18:00:00,27.7,56,21.3,0.0
2020-03-08 19:00:00,26.4,60,22.4,0.0
2020-03-08 20:00:00,24.8,67,21.7,0.0
2020-03-08 21:00:00,26.4,72,15.5,0.0
2020-03-08 22:00:00,25.7,79,15.5,0.0
2020-03-08 23:00:00,25.1,81,13.8,0.0
2020-03-09 00:00:00,24.8,83,13.0,0.0
2020-03-09 01:00:00,24.5,81,12.0,0.0
2020-03-09 02:00:00,24.3,81,12.1,0.0
2020-03-09 03:00:00,23.9,86,3.9,0.0
2020-03-09 04:00:00,23.7,89,10.5,0.0
2020-03-09 05:00:00,23.0,91,19.9,0.0
2020-03-09 06:00:00,22.0,85,20.7,0.0
2020-03-09 07:00:00,21.5,84,21.6,0.0
2020-03-09 08:00:00,21.8,76,24.5,0.0
2020-03-09 09:00:00,22.3,75,24.9,0.0
2020-03-09 10:00:00,23.6,70,24.6,0.0
2020-03-09 11:00:00,24.3,69,22.9,0.0
2020-03-09 12:00:00,25.0,67,21.4,0.0
2020-03-09 13:00:00,26.3,64,21.7,0.0
2020-03-09 14:00:00,26.9,64,21.7,0.1
2020-03-09 15:00:00,26.4,67,23.0,0.0
2020-03-09 16:00:00,25.2,70,27.0,0.1
2020-03-09 17:00:00,24.3,73,30.2,0.3
2020-03-09 18:00:00,23.6,73,29.7,0.1
2020-03-09 19:00:00,22.7,72,30.4,0.2
2020-03-09 20:00:00,21.9,70,32.2,0.0
2020-03-09 21:00:00,20.2,85,17.2,0.0
2020-03-09 22:00:00,19.5,92,21.3,3.6
2020-03-09 23:00:00,19.7,91,20.9,3.5
2020-03-10 00:00:00,19.8,91,28.5,2.1
2020-03-10 01:00:00,20.3,86,21.7,0.2
2020-03-10 02:00:00,20.5,85,25.2,0.0
2020-03-10 03:00:00,20.4,85,22.6,0.0
2020-03-10 04:00:00,20.5,83,23.5,0.0
2020-03-10 05:00:00,20.5,82,22.8,0.0
2020-03-10 06:00:00,20.4,82,19.3,0.0
2020-03-10 07:00:00,20.4,83,18.6,0.0
2020-03-10 08:00:00,21.2,80,19.4,0.0
2020-03-10 09:00:00,21.5,73,23.5,0.0
2020-03-10 10:00:00,21.6,74,24.9,0.0
2020-03-10 11:00:00,22.5,72,24.1,0.0
2020-03-10 12:00:00,23.2,69,23.4,0.0
2020-03-10 13:00:00,23.3,69,24.0,0.0
2020-03-10 14:00:00,23.3,68,27.0,0.0
2020-03-10 15:00:00,23.5,67,28.2,0.0
2020-03-10 16:00:00,23.6,68,27.9,0.0
2020-03-10 17:00:00,23.2,71,28.2,0.0
2020-03-10 18:00:00,22.5,76,30.2,0.0
2020-03-10 19:00:00,22.3,80,29.3,0.0
2020-03-10 20:00:00,21.6,84,27.6,0.0
2020-03-10 21:00:00,21.7,85,27.4,0.0
2020-03-10 22:00:00,22.1,83,26.3,0.0
2020-03-10 23:00:00,22.5,81,25.0,0.0
2020-03-11 00:00:00,22.5,81,23.8,0.0
2020-03-11 01:00:00,22.3,81,22.4,0.0
2020-03-11 02:00:00,22.2,82,21.3,0.0
2020-03-11 03:00:00,22.0,83,20.9,0.0
2020-03-11 04:00:00,21.7,84,21.6,0.0
2020-03-11 05:00:00,21.7,83,19.8,0.0
2020-03-11 06:00:00,21.6,83,19.1,0.0
2020-03-11 07:00:00,21.5,83,20.8,0.0
2020-03-11 08:00:00,21.7,82,21.5,0.0
2020-03-11 09:00:00,21.0,83,20.8,0.0
2020-03-11 10:00:00,20.0,94,15.7,2.8
2020-03-11 11:00:00,20.1,94,19.5,5.4
2020-03-11 12:00:00,20.4,95,16.6,4.4
2020-03-11 13:00:00,20.2,94,21.3,6.7
2020-03-11 14:00:00,20.5,93,19.9,4.9
2020-03-11 15:00:00,20.8,95,9.4,7.1
2020-03-11 16:00:00,20.6,95,9.7,13.3
2020-03-11 17:00:00,21.3,91,25.5,3.4
2020-03-11 18:00:00,21.8,90,22.4,0.4
2020-03-11 19:00:00,21.8,94,21.6,0.8
2020-03-11 20:00:00,22.6,90,27.2,0.5
2020-03-11 21:00:00,21.6,91,17.2,0.1
2020-03-11 22:00:00,21.7,92,10.6,0.0
2020-03-11 23:00:00,20.7,95,14.1,0.0
2020-03-12 00:00:00,20.4,95,13.1,0.0
2020-03-12 01:00:00,20.2,96,10.5,0.0
2020-03-12 02:00:00,19.1,97,5.1,0.0
2020-03-12 03:00:00,19.5,97,4.1,0.0
2020-03-12 04:00:00,19.2,97,5.0,0.0
2020-03-12 05:00:00,18.7,97,6.6,0.0
2020-03-12 06:00:00,18.7,97,6.9,0.0
2020-03-12 07:00:00,18.3,98,5.8,0.0
2020-03-12 08:00:00,19.0,98,6.0,0.0
2020-03-12 09:00:00,19.9,98,8.4,0.0
2020-03-12 10:00:00,21.4,88,6.4,0.0
2020-03-12 11:00:00,22.6,82,4.5,0.0
2020-03-12 12:00:00,23.7,80,3.4,0.0
2020-03-12 13:00:00,24.8,78,3.1,0.0
2020-03-12 14:00:00,25.7,75,2.4,0.0
2020-03-12 15:00:00,26.2,73,2.2,0.0
2020-03-12 16:00:00,26.2,76,6.5,0.0
2020-03-12 17:00:00,25.3,82,11.1,0.0
2020-03-12 18:00:00,23.9,84,14.6,0.0
2020-03-12 19:00:00,23.2,86,13.5,0.0
2020-03-12 20:00:00,23.0,84,16.3,0.0
2020-03-12 21:00:00,23.1,81,10.7,0.0
2020-03-12 22:00:00,23.0,82,12.1,0.0
2020-03-12 23:00:00,22.9,81,13.4,0.0
2020-03-13 00:00:00,22.7,84,13.9,0.0
2020-03-13 01:00:00,22.7,86,14.5,0.0
2020-03-13 02:00:00,22.7,88,15.7,0.0
2020-03-13 03:00:00,22.4,90,16.2,0.0
2020-03-13 04:00:00,22.1,91,15.6,0.0
2020-03-13 05:00:00,22.1,90,16.9,0.0
2020-03-13 06:00:00,22.0,90,17.1,0.0
2020-03-13 07:00:00,22.0,89,15.5,0.0
2020-03-13 08:00:00,22.8,87,17.4,0.0
2020-03-13 09:00:00,23.3,84,21.2,0.0
2020-03-13 10:00:00,24.3,83,19.2,0.0
2020-03-13 11:00:00,25.6,80,15.6,0.0
2020-03-13 12:00:00,26.7,77,12.8,0.0
2020-03-13 13:00:00,27.5,75,11.8,0.0
2020-03-13 14:00:00,28.1,74,13.9,0.0
2020-03-13 15:00:00,28.3,74,14.8,0.0
2020-03-13 16:00:00,28.2,75,14.4,0.0
2020-03-13 17:00:00,27.8,78,13.0,0.0
2020-03-13 18:00:00,27.3,81,13.0,0.0
2020-03-13 19:00:00,25.9,85,12.6,0.0
2020-03-13 20:00:00,25.6,85,10.6,0.0
2020-03-13 21:00:00,25.5,82,14.8,0.0
2020-03-13 22:00:00,25.7,80,13.2,0.0
2020-03-13 23:00:00,26.5,76,14.7,0.0
2020-03-14 00:00:00,26.6,72,16.2,0.0
2020-03-14 01:00:00,26.6,71,17.5,0.0
2020-03-14 02:00:00,26.4,71,17.9,0.0
2020-03-14 03:00:00,26.5,74,20.0,0.0
2020-03-14 04:00:00,26.5,76,22.4,0.0
2020-03-14 05:00:00,26.2,78,14.7,0.0
2020-03-14 06:00:00,24.5,81,27.4,0.4
2020-03-14 07:00:00,22.8,90,16.9,1.5
2020-03-14 08:00:00,22.5,92,14.5,2.3
2020-03-14 09:00:00,21.6,92,19.5,1.2
2020-03-14 10:00:00,21.0,93,11.2,7.4
2020-03-14 11:00:00,21.5,91,11.8,6.7
2020-03-14 12:00:00,22.0,91,10.2,2.8
2020-03-14 13:00:00,22.3,95,7.8,2.3
2020-03-14 14:00:00,21.8,96,14.6,5.4
2020-03-14 15:00:00,22.7,90,3.8,0.7
2020-03-14 16:00:00,23.3,85,9.8,0.0
2020-03-14 17:00:00,23.9,81,14.8,0.0
2020-03-14 18:00:00,23.2,83,18.8,0.0
2020-03-14 19:00:00,22.8,85,12.3,0.1
2020-03-14 20:00:00,22.4,86,21.5,0.0
2020-03-14 21:00:00,20.8,85,18.9,0.1
2020-03-14 22:00:00,20.4,87,17.3,0.4
2020-03-14 23:00:00,20.4,88,17.7,0.3
2020-03-15 00:00:00,20.2,87,15.4,0.0
2020-03-15 01:00:00,19.9,85,16.8,0.0
2020-03-15 02:00:00,19.7,85,17.4,0.0
2020-03-15 03:00:00,19.4,86,21.1,0.4
2020-03-15 04:00:00,19.1,89,22.7,1.1
2020-03-15 05:00:00,17.8,92,21.4,1.7
2020-03-15 06:00:00,17.5,86,22.6,0.7
2020-03-15 07:00:00,17.1,87,19.4,1.0
2020-03-15 08:00:00,17.1,88,18.2,0.8
2020-03-15 09:00:00,17.2,84,19.5,0.4
2020-03-15 10:00:00,18.0,82,18.3,0.0
2020-03-15 11:00:00,19.5,77,15.0,0.0
2020-03-15 12:00:00,20.3,74,13.0,0.0
2020-03-15 13:00:00,20.8,71,11.2,0.0
2020-03-15 14:00:00,21.8,69,13.2,0.0
2020-03-15 15:00:00,22.3,66,14.0,0.0
2020-03-15 16:00:00,22.6,63,13.6,0.0
2020-03-15 17:00:00,22.5,61,13.1,0.0
2020-03-15 18:00:00,22.1,61,11.8,0.0
2020-03-15 19:00:00,21.1,68,9.2,0.0
2020-03-15 20:00:00,20.2,78,13.8,0.0
2020-03-15 21:00:00,19.6,79,9.8,0.0
2020-03-15 22:00:00,19.4,80,11.5,0.0
2020-03-15 23:00:00,19.3,80,13.7,0.0
2020-03-16 00:00:00,19.2,79,14.9,0.0
2020-03-16 01:00:00,18.6,81,16.1,0.0
2020-03-16 02:00:00,18.2,83,16.6,0.0
2020-03-16 03:00:00,18.1,84,16.3,0.0
2020-03-16 04:00:00,18.1,84,14.0,0.0
2020-03-16 05:00:00,18.0,84,10.0,0.0
2020-03-16 06:00:00,18.0,83,10.9,0.0
2020-03-16 07:00:00,18.2,81,12.4,0.0
2020-03-16 08:00:00,19.1,73,15.4,0.0
2020-03-16 09:00:00,19.2,71,13.9,0.0
2020-03-16 10:00:00,19.3,71,14.2,0.0
2020-03-16 11:00:00,19.5,71,12.9,0.0
2020-03-16 12:00:00,19.9,69,12.8,0.0
2020-03-16 13:00:00,20.1,66,13.0,0.0
2020-03-16 14:00:00,20.5,62,14.8,0.0
2020-03-16 15:00:00,20.8,59,15.1,0.0
2020-03-16 16:00:00,20.9,58,13.8,0.0
2020-03-16 17:00:00,20.7,61,13.2,0.0
2020-03-16 18:00:00,20.4,66,12.7,0.0
2020-03-16 19:00:00,19.7,74,11.1,0.0
2020-03-16 20:00:00,19.3,77,12.0,0.0
2020-03-16 21:00:00,19.3,78,14.1,0.0
2020-03-16 22:00:00,19.4,81,15.1,0.0
2020-03-16 23:00:00,19.8,81,13.8,0.0
2020-03-17 00:00:00,20.0,83,13.3,0.0
2020-03-17 01:00:00,20.4,82,13.3,0.0
2020-03-17 02:00:00,20.4,81,11.8,0.0
2020-03-17 03:00:00,20.1,83,10.0,0.0
2020-03-17 04:00:00,20.0,83,10.6,0.0
2020-03-17 05:00:00,19.9,83,9.7,0.0
2020-03-17 06:00:00,19.9,82,13.0,0.0
2020-03-17 07:00:00,19.7,82,14.3,0.0
2020-03-17 08:00:00,20.4,82,15.1,0.0
2020-03-17 09:00:00,20.8,84,13.0,0.0
2020-03-17 10:00:00,21.2,83,7.6,0.0
2020-03-17 11:00:00,21.0,86,11.6,0.6
2020-03-17 12:00:00,21.6,86,12.3,1.0
2020-03-17 13:00:00,21.7,85,12.4,0.1
2020-03-17 14:00:00,22.2,83,15.9,0.2
2020-03-17 15:00:00,21.8,83,21.7,0.0
2020-03-17 16:00:00,21.8,82,26.8,0.0
2020-03-17 17:00:00,21.9,82,26.5,0.3
2020-03-17 18:00:00,21.6,83,26.3,0.2
2020-03-17 19:00:00,20.4,93,28.3,1.9
2020-03-17 20:00:00,20.0,92,26.4,2.2
2020-03-17 21:00:00,19.3,91,9.9,5.5
2020-03-17 22:00:00,19.4,92,24.2,0.8
2020-03-17 23:00:00,20.1,86,31.4,0.3
2020-03-18 00:00:00,20.5,85,25.3,0.0
2020-03-18 01:00:00,20.5,86,19.4,0.0
2020-03-18 02:00:00,19.9,90,13.2,0.4
2020-03-18 03:00:00,18.8,93,17.1,0.4
2020-03-18 04:00:00,18.2,94,18.4,0.1
2020-03-18 05:00:00,18.0,95,18.6,0.0
2020-03-18 06:00:00,18.3,95,18.5,0.0
2020-03-18 07:00:00,18.7,94,18.2,0.0
2020-03-18 08:00:00,19.4,92,21.4,0.1
2020-03-18 09:00:00,19.4,90,21.3,0.1
2020-03-18 10:00:00,20.1,83,18.8,0.0
2020-03-18 11:00:00,21.8,79,12.8,0.1
2020-03-18 12:00:00,22.6,74,9.7,0.3
2020-03-18 13:00:00,22.2,78,9.7,0.2
2020-03-18 14:00:00,22.2,78,9.7,0.0
2020-03-18 15:00:00,22.1,79,9.7,0.1
2020-03-18 16:00:00,22.1,80,10.1,0.3
2020-03-18 17:00:00,22.1,79,16.0,0.1
2020-03-18 18:00:00,21.7,80,16.5,0.1
2020-03-18 19:00:00,21.0,84,14.5,0.0
2020-03-18 20:00:00,20.4,86,12.3,0.0
2020-03-18 21:00:00,19.4,90,5.4,0.0
2020-03-18 22:00:00,19.0,92,5.1,0.0
2020-03-18 23:00:00,18.5,93,5.1,0.0
2020-03-19 00:00:00,18.3,92,10.8,0.0
2020-03-19 01:00:00,17.9,89,16.2,0.0
2020-03-19 02:00:00,17.3,84,19.9,0.0
2020-03-19 03:00:00,17.0,87,21.6,0.0
2020-03-19 04:00:00,16.6,91,21.6,0.0
2020-03-19 05:00:00,16.4,93,21.1,0.0
2020-03-19 06:00:00,16.0,93,20.4,0.0
2020-03-19 07:00:00,15.7,94,20.1,0.0
2020-03-19 08:00:00,16.1,92,24.6,0.0
2020-03-19 09:00:00,16.9,84,25.9,0.0
2020-03-19 10:00:00,19.0,71,28.7,0.0
2020-03-19 11:00:00,20.4,67,26.7,0.0
2020-03-19 12:00:00,21.2,64,28.5,0.0
2020-03-19 13:00:00,21.4,63,29.8,0.0
2020-03-19 14:00:00,21.8,62,28.0,0.0
2020-03-19 15:00:00,22.4,58,26.5,0.0
2020-03-19 16:00:00,22.7,54,25.4,0.0
2020-03-19 17:00:00,22.4,58,21.6,0.0
2020-03-19 18:00:00,21.9,62,14.9,0.0
2020-03-19 19:00:00,20.4,69,8.4,0.0
2020-03-19 20:00:00,19.2,73,8.3,0.0
2020-03-19 21:00:00,18.5,77,6.5,0.0
2020-03-19 22:00:00,18.3,78,6.1,0.0
2020-03-19 23:00:00,17.7,81,5.8,0.0
2020-03-20 00:00:00,17.2,83,6.8,0.0
2020-03-20 01:00:00,16.8,84,8.1,0.0
2020-03-20 02:00:00,16.5,84,8.4,0.0
2020-03-20 03:00:00,16.1,85,8.0,0.0
2020-03-20 04:00:00,15.8,86,9.4,0.0
2020-03-20 05:00:00,15.6,86,9.0,0.0
2020-03-20 06:00:00,15.6,86,10.1,0.0
2020-03-20 07:00:00,15.8,85,10.1,0.0
2020-03-20 08:00:00,17.4,81,11.9,0.0
2020-03-20 09:00:00,19.3,74,16.4,0.0
2020-03-20 10:00:00,21.4,69,16.9,0.0
2020-03-20 11:00:00,23.2,65,16.7,0.0
2020-03-20 12:00:00,24.6,61,15.8,0.0
2020-03-20 13:00:00,25.5,58,14.7,0.0
2020-03-20 14:00:00,26.2,53,14.4,0.0
2020-03-20 15:00:00,26.4,50,12.7,0.0
2020-03-20 16:00:00,26.4,51,10.0,0.0
2020-03-20 17:00:00,26.2,52,7.7,0.0
2020-03-20 18:00:00,25.1,65,4.4,0.0
2020-03-20 19:00:00,23.7,70,4.2,0.0
2020-03-20 20:00:00,21.3,83,5.2,0.0
2020-03-20 21:00:00,21.6,81,7.2,0.0
2020-03-20 22:00:00,21.9,82,6.9,0.0
2020-03-20 23:00:00,21.8,85,9.7,0.0
2020-03-21 00:00:00,21.4,86,11.3,0.0
2020-03-21 01:00:00,20.8,86,11.4,0.0
2020-03-21 02:00:00,20.2,87,11.5,0.0
2020-03-21 03:00:00,19.6,90,11.8,0.0
2020-03-21 04:00:00,19.2,90,11.9,0.0
2020-03-21 05:00:00,19.0,90,12.6,0.0
2020-03-21 06:00:00,18.4,88,14.3,0.0
2020-03-21 07:00:00,17.8,88,14.8,0.0
2020-03-21 08:00:00,18.3,86,16.7,0.0
2020-03-21 09:00:00,20.1,77,14.5,0.0
2020-03-21 10:00:00,22.3,69,14.3,0.0
2020-03-21 11:00:00,24.3,64,13.1,0.0
2020-03-21 12:00:00,25.3,61,12.0,0.0
2020-03-21 13:00:00,25.9,61,11.9,0.0
2020-03-21 14:00:00,26.3,59,12.3,0.0
2020-03-21 15:00:00,26.3,59,13.0,0.0
2020-03-21 16:00:00,25.9,62,14.1,0.0
2020-03-21 17:00:00,25.4,67,14.8,0.0
2020-03-21 18:00:00,24.5,72,13.5,0.0
2020-03-21 19:00:00,23.3,71,11.3,0.0
2020-03-21 20:00:00,23.1,72,12.7,0.0
2020-03-21 21:00:00,23.1,62,14.0,0.0
2020-03-21 22:00:00,22.9,60,14.1,0.0
2020-03-21 23:00:00,22.3,64,12.2,0.0
2020-03-22 00:00:00,21.8,72,11.9,0.0
2020-03-22 01:00:00,21.5,81,12.6,0.0
2020-03-22 02:00:00,21.3,79,12.4,0.0
2020-03-22 03:00:00,20.6,80,10.6,0.0
2020-03-22 04:00:00,19.7,82,9.4,0.0
2020-03-22 05:00:00,19.2,84,8.6,0.0
2020-03-22 06:00:00,19.2,86,8.1,0.0
2020-03-22 07:00:00,19.5,85,9.1,0.0
2020-03-22 08:00:00,20.9,83,12.3,0.0
2020-03-22 09:00:00,22.1,79,9.1,0.0
2020-03-22 10:00:00,23.3,72,10.8,0.0
2020-03-22 11:00:00,24.2,65,11.2,0.0
2020-03-22 12:00:00,25.0,59,11.3,0.0
2020-03-22 13:00:00,25.6,59,11.1,0.0
2020-03-22 14:00:00,25.7,61,10.9,0.0
2020-03-22 15:00:00,25.8,61,12.3,0.0
2020-03-22 16:00:00,25.8,58,12.5,0.0
2020-03-22 17:00:00,25.8,57,10.2,0.0
2020-03-22 18:00:00,24.8,67,9.7,0.0
2020-03-22 19:00:00,22.5,77,15.7,0.0
2020-03-22 20:00:00,22.3,78,12.9,0.0
2020-03-22 21:00:00,22.4,79,13.0,0.0
2020-03-22 22:00:00,22.6,77,15.3,0.0
2020-03-22 23:00:00,22.5,81,11.4,0.0
2020-03-23 00:00:00,23.0,76,15.7,0.0
2020-03-23 01:00:00,22.8,74,18.5,0.0
2020-03-23 02:00:00,22.7,72,17.7,0.0
